### var1 :  el_sc_eta 
### var2 :  el_pt 
  -2.500	  -2.000	 +35.000	 +50.000	0.742	0.001	0.756	0.001	0.739	0.741	0.757	-1.000
  -2.000	  -1.566	 +35.000	 +50.000	0.773	0.001	0.810	0.001	0.769	0.770	0.810	-1.000
  -1.566	  -1.444	 +35.000	 +50.000	0.635	0.001	0.683	0.002	0.634	0.633	0.687	-1.000
  -1.444	  -0.800	 +35.000	 +50.000	0.742	0.001	0.797	0.001	0.740	0.738	0.797	-1.000
  -0.800	  +0.000	 +35.000	 +50.000	0.769	0.001	0.815	0.001	0.768	0.767	0.815	-1.000
  +0.000	  +0.800	 +35.000	 +50.000	0.755	0.001	0.811	0.001	0.754	0.753	0.810	-1.000
  +0.800	  +1.444	 +35.000	 +50.000	0.729	0.001	0.787	0.001	0.727	0.725	0.787	-1.000
  +1.444	  +1.566	 +35.000	 +50.000	0.616	0.001	0.673	0.002	0.611	0.611	0.676	-1.000
  +1.566	  +2.000	 +35.000	 +50.000	0.765	0.001	0.806	0.001	0.763	0.762	0.805	-1.000
  +2.000	  +2.500	 +35.000	 +50.000	0.726	0.001	0.740	0.001	0.721	0.723	0.738	-1.000
  -2.500	  -2.000	 +50.000	 +70.000	0.804	0.001	0.821	0.002	0.801	0.822	0.820	-1.000
  -2.000	  -1.566	 +50.000	 +70.000	0.830	0.001	0.852	0.001	0.830	0.826	0.849	-1.000
  -1.566	  -1.444	 +50.000	 +70.000	0.705	0.002	0.719	0.004	0.704	0.707	0.713	-1.000
  -1.444	  -0.800	 +50.000	 +70.000	0.804	0.001	0.847	0.001	0.804	0.807	0.848	-1.000
  -0.800	  +0.000	 +50.000	 +70.000	0.821	0.001	0.867	0.001	0.821	0.826	0.866	-1.000
  +0.000	  +0.800	 +50.000	 +70.000	0.803	0.001	0.860	0.001	0.803	0.808	0.860	-1.000
  +0.800	  +1.444	 +50.000	 +70.000	0.790	0.001	0.836	0.001	0.790	0.796	0.837	-1.000
  +1.444	  +1.566	 +50.000	 +70.000	0.668	0.002	0.707	0.004	0.671	0.703	0.703	-1.000
